HOSTNAME,SOURCE_SITE,SOURCE_DEVICE_TYPE,SOURCE_REGION,SOURCE_INTERFACE_ID,SLOT,TYPE,SOURCE_BUNDLE_INTERFACE,SOURCE_IPV4_ADDRESS,SOURCE_IPV6_ADDRESS,SEGMENT,TARGET_SITE,TARGET_DEVICE_TYPE,TARGET_HOSTNAME,TARGET_REGION,TARGET_INTERFACE_ID,,TARGET_BUNDLE_INTERFACE,TARGET_IPV4_ADDRESS,TARGET_IPV6_ADDRESS,ISIS_AREA,CHANGE ISIS,IS_BACK_TO_BACK_LINK,VIA_LOT_1,IS_VIA_ACI,IS_IOSXRV,IS_INFRA,IS_INTERCONNECT,ER4L,REMARKS,,,,,,,,
IBN00B02CICN001,Smart B02 Ibaan,DN-1,SL,0/0/0/2,,,Bundle-Ether101,10.205.226.113/30,2405:B800:1:2000::138/127,,PLDT Batangas,PE-1,BATS0002CIBE001,SL,0/0/0/13,,Bundle-Ether105,10.205.226.114/30,2405:B800:1:2000::139/127,1702,,,,,,YES,,,,PHASE 1,,,,,,,
IBN00B02CICN001,Smart B02 Ibaan,DN-1,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.189/30,2405:B800:1:2000::1DE/127,,SMART B02 IBAAN,DN-2,IBN00B02CICN002,SL,0/0/0/35,,Bundle-Ether10,10.205.227.190/30,2405:B800:1:2000::1DF/127,1702,,YES,,,,YES,,,,PHASE 1,,,,,,,
IBN00B02CICN001,Smart B02 Ibaan,DN-1,SL,0/1/0/2,,,Bundle-Ether102,10.205.226.117/30,2405:B800:1:2000::13A/127,,PLDT Batangas,PE-2,BATS0002CIBE002,SL,0/0/0/13,,Bundle-Ether105,10.205.226.118/30,2405:B800:1:2000::13B/127,1702,,,,,,YES,,,,PHASE 1,,,,,,,
IBN00B02CICN002,Smart B02 Ibaan,DN-2,SL,0/0/0/2,,,Bundle-Ether101,10.205.226.121/30,2405:B800:1:2000::13C/127,,PLDT Batangas,PE-1,BATS0002CIBE001,SL,0/7/0/13,,Bundle-Ether106,10.205.226.122/30,2405:B800:1:2000::13D/127,1702,,,,,,YES,,,,PHASE 1,,,,,,,
IBN00B02CICN002,Smart B02 Ibaan,DN-2,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.190/30,2405:B800:1:2000::1DF/127,,SMART B02 IBAAN,DN-1,IBN00B02CICN001,SL,0/0/0/35,,Bundle-Ether10,10.205.227.189/30,2405:B800:1:2000::1DE/127,1702,,YES,,,,YES,,,,PHASE 1,,,,,,,
IBN00B02CICN002,Smart B02 Ibaan,DN-2,SL,0/1/0/2,,,Bundle-Ether102,10.205.226.125/30,2405:B800:1:2000::13E/127,,PLDT Batangas,PE-2,BATS0002CIBE002,SL,0/7/0/13,,Bundle-Ether106,10.205.226.126/30,2405:B800:1:2000::13F/127,1702,,,,,,YES,,,,PHASE 1,,,,,,,
SJE00B06CICN001,Smart B06 San Jose,DN-1,SL,0/0/0/2,,,Bundle-Ether101,10.205.226.129/30,2405:B800:1:2000::140/127,,PLDT Batangas,PE-1,BATS0002CIBE001,SL,0/0/0/14,,Bundle-Ether107,10.205.226.130/30,2405:B800:1:2000::141/127,1702,,,,,,YES,,,,PHASE 1,,,,,,,
SJE00B06CICN001,Smart B06 San Jose,DN-1,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.193/30,2405:B800:1:2000::1E0/127,,SMART B06 SAN JOSE,DN-2,SJE00B06CICN002,SL,0/0/0/35,,Bundle-Ether10,10.205.227.194/30,2405:B800:1:2000::1E1/127,1702,,YES,,,,YES,,,,PHASE 1,,,,,,,
SJE00B06CICN001,Smart B06 San Jose,DN-1,SL,0/1/0/2,,,Bundle-Ether102,10.205.226.133/30,2405:B800:1:2000::142/127,,PLDT Batangas,PE-2,BATS0002CIBE002,SL,0/0/0/14,,Bundle-Ether107,10.205.226.134/30,2405:B800:1:2000::143/127,1702,,,,,,YES,,,,PHASE 1,,,,,,,
SJE00B06CICN002,Smart B06 San Jose,DN-2,SL,0/0/0/2,,,Bundle-Ether101,10.205.226.137/30,2405:B800:1:2000::144/127,,PLDT Batangas,PE-1,BATS0002CIBE001,SL,0/7/0/14,,Bundle-Ether108,10.205.226.138/30,2405:B800:1:2000::145/127,1702,,,,,,YES,,,,PHASE 1,,,,,,,
SJE00B06CICN002,Smart B06 San Jose,DN-2,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.194/30,2405:B800:1:2000::1E1/127,,SMART B06 SAN JOSE,DN-1,SJE00B06CICN001,SL,0/0/0/35,,Bundle-Ether10,10.205.227.193/30,2405:B800:1:2000::1E0/127,1702,,YES,,,,YES,,,,PHASE 1,,,,,,,
SJE00B06CICN002,Smart B06 San Jose,DN-2,SL,0/1/0/2,,,Bundle-Ether102,10.205.226.141/30,2405:B800:1:2000::146/127,,PLDT Batangas,PE-2,BATS0002CIBE002,SL,0/7/0/14,,Bundle-Ether108,10.205.226.142/30,2405:B800:1:2000::147/127,1702,,,,,,YES,,,,PHASE 1,,,,,,,
BAT00B04CICN001,B04 Batangas RBS,DN-1,SL,0/0/0/2,,,Bundle-Ether101,10.205.226.145/30,2405:B800:1:2000::148/127,,PLDT Batangas,PE-1,BATS0002CIBE001,SL,0/0/0/6,,Bundle-Ether109,10.205.226.146/30,2405:B800:1:2000::149/127,1702,,,,,,YES,,,,PHASE 1,,,,,,,
BAT00B04CICN001,B04 Batangas RBS,DN-1,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.197/30,2405:B800:1:2000::1E2/127,,B04 BATANGAS RBS,DN-2,BAT00B04CICN002,SL,0/0/0/35,,Bundle-Ether10,10.205.227.198/30,2405:B800:1:2000::1E3/127,1702,,YES,,,,YES,,,,PHASE 1,,,,,,,
BAT00B04CICN001,B04 Batangas RBS,DN-1,SL,0/1/0/2,,,Bundle-Ether102,10.205.226.149/30,2405:B800:1:2000::14A/127,,PLDT Batangas,PE-2,BATS0002CIBE002,SL,0/0/0/6,,Bundle-Ether109,10.205.226.150/30,2405:B800:1:2000::14B/127,1702,,,,,,YES,,,,PHASE 1,,,,,,,
BAT00B04CICN002,B04 Batangas RBS,DN-2,SL,0/0/0/2,,,Bundle-Ether101,10.205.226.153/30,2405:B800:1:2000::14C/127,,PLDT Batangas,PE-1,BATS0002CIBE001,SL,0/7/0/5,,Bundle-Ether110,10.205.226.154/30,2405:B800:1:2000::14D/127,1702,,,,,,YES,,,,PHASE 1,,,,,,,
BAT00B04CICN002,B04 Batangas RBS,DN-2,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.198/30,2405:B800:1:2000::1E3/127,,B04 BATANGAS RBS,DN-1,BAT00B04CICN001,SL,0/0/0/35,,Bundle-Ether10,10.205.227.197/30,2405:B800:1:2000::1E2/127,1702,,YES,,,,YES,,,,PHASE 1,,,,,,,
BAT00B04CICN002,B04 Batangas RBS,DN-2,SL,0/1/0/2,,,Bundle-Ether102,10.205.226.157/30,2405:B800:1:2000::14E/127,,PLDT Batangas,PE-2,BATS0002CIBE002,SL,0/7/0/5,,Bundle-Ether110,10.205.226.158/30,2405:B800:1:2000::14F/127,1702,,,,,,YES,,,,PHASE 1,,,,,,,
TGT00610CICN001,Smart 610 Tagaytay 1,DN-1,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.205/30,2405:B800:1:2000::1E6/127,,SMART 610 TAGAYTAY 1,DN-2,TGT00610CICN002,SL,0/0/0/35,,Bundle-Ether10,10.205.227.206/30,2405:B800:1:2000::1E7/127,2601,,YES,,,,YES,,,,PHASE 1,,,,,,,
TGT00610CICN001,Smart 610 Tagaytay 1,DN-1,SL,0/0/0/3,,,Bundle-Ether501,10.205.233.94/30,2405:B800:1:2000::4B1/127,,PLDT TAGAYTAY,AN-1,TGT05174CICU001,SL,0/0/2/0,,Bundle-Ether501,10.205.233.93/30,2405:B800:1:2000::4B0/127,2601,,,,,,YES,,,,PHASE 1,,,,,,,
TGT00610CICN002,Smart 610 Tagaytay 1,DN-2,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.206/30,2405:B800:1:2000::1E7/127,,SMART 610 TAGAYTAY 1,DN-1,TGT00610CICN001,SL,0/0/0/35,,Bundle-Ether10,10.205.227.205/30,2405:B800:1:2000::1E6/127,2601,,YES,,,,YES,,,,PHASE 1,,,,,,,
TGT00610CICN002,Smart 610 Tagaytay 1,DN-2,SL,0/0/0/3,,,Bundle-Ether501,10.205.233.98/30,2405:B800:1:2000::4B3/127,,PLDT TAGAYTAY,AN-1,TGT05174CICU001,SL,0/1/2/0,,Bundle-Ether502,10.205.233.97/30,2405:B800:1:2000::4B2/127,2601,,,,,,YES,,,,PHASE 1,,,,,,,
IMU00638CICN001,SMART 638 IMUS 2,DN-1,SL,0/0/0/2,,,Bundle-Ether101,10.205.226.193/30,2405:B800:1:2000::160/127,,PLDT Binakayan,PE-1,KAWS0016CIBE001,NL,0/0/0/13,,Bundle-Ether103,10.205.226.194/30,2405:B800:1:2000::161/127,1710,,,,,,YES,,YES,,PHASE 1,,,,,,,
IMU00638CICN001,SMART 638 IMUS 2,DN-1,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.209/30,2405:B800:1:2000::1E8/127,,SMART 638 IMUS 2,DN-2,IMU00638CICN002,SL,0/0/0/35,,Bundle-Ether10,10.205.227.210/30,2405:B800:1:2000::1E9/127,1315,,YES,,,,YES,,NO,,PHASE 1,,,,,,,
IMU00638CICN001,SMART 638 IMUS 2,DN-1,SL,0/1/0/2,,,Bundle-Ether102,10.205.226.197/30,2405:B800:1:2000::162/127,,PLDT Binakayan,PE-2,KAWS0016CIBE002,NL,0/0/0/12,,Bundle-Ether103,10.205.226.198/30,2405:B800:1:2000::163/127,1710,,,,,,YES,,YES,,PHASE 1,,,,,,,
IMU00638CICN002,SMART 638 IMUS 2,DN-2,SL,0/0/0/2,,,Bundle-Ether101,10.205.226.201/30,2405:B800:1:2000::164/127,,PLDT Binakayan,PE-1,KAWS0016CIBE001,NL,0/7/0/13,,Bundle-Ether104,10.205.226.202/30,2405:B800:1:2000::165/127,1710,,,,,,YES,,YES,,PHASE 1,,,,,,,
IMU00638CICN002,SMART 638 IMUS 2,DN-2,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.210/30,2405:B800:1:2000::1E9/127,,SMART 638 IMUS 2,DN-1,IMU00638CICN001,SL,0/0/0/35,,Bundle-Ether10,10.205.227.209/30,2405:B800:1:2000::1E8/127,1315,,YES,,,,YES,,NO,,PHASE 1,,,,,,,
IMU00638CICN002,SMART 638 IMUS 2,DN-2,SL,0/1/0/2,,,Bundle-Ether102,10.205.226.205/30,2405:B800:1:2000::166/127,,PLDT Binakayan,PE-2,KAWS0016CIBE002,NL,0/7/0/12,,Bundle-Ether104,10.205.226.206/30,2405:B800:1:2000::167/127,1710,,,,,,YES,,YES,,PHASE 1,,,,,,,
IMUS3559CICN001,PLDT Imus,DN-1,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.213/30,2405:B800:1:2000::1EA/127,,PLDT IMUS,DN-2,IMUS3559CICN002,SL,0/0/0/35,,Bundle-Ether10,10.205.227.214/30,2405:B800:1:2000::1EB/127,1315,,YES,,,,YES,,NO,,PHASE 1,,,,,,,
IMUS3559CICN002,PLDT Imus,DN-2,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.214/30,2405:B800:1:2000::1EB/127,,PLDT IMUS,DN-1,IMUS3559CICN001,SL,0/0/0/35,,Bundle-Ether10,10.205.227.213/30,2405:B800:1:2000::1EA/127,1315,,YES,,,,YES,,NO,,PHASE 1,,,,,,,
NACS3561CICN001,PLDT Naic,DN-1,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.217/30,2405:B800:1:2000::1EC/127,,PLDT NAIC,DN-2,NACS3561CICN002,SL,0/0/0/35,,Bundle-Ether10,10.205.227.218/30,2405:B800:1:2000::1ED/127,2601,,YES,,,,YES,,NO,,PHASE 1,,,,,,,
NACS3561CICN001,PLDT Naic,DN-1,SL,0/0/0/3,,,Bundle-Ether501,10.205.233.78/30,2405:B800:1:2000::4A9/127,,PLDT NAIC,AN-1,NACS3561CICU001,SL,0/0/2/0,,Bundle-Ether501,10.205.233.77/30,2405:B800:1:2000::4A8/127,2601,,,,,,YES,,NO,,PHASE 1,,,,,,,
NACS3561CICN002,PLDT Naic,DN-2,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.218/30,2405:B800:1:2000::1ED/127,,PLDT NAIC,DN-1,NACS3561CICN001,SL,0/0/0/35,,Bundle-Ether10,10.205.227.217/30,2405:B800:1:2000::1EC/127,1315,YES,YES,,,,YES,,NO,,PHASE 1,,,,,,,
NACS3561CICN002,PLDT Naic,DN-2,SL,0/0/0/3,,,Bundle-Ether501,10.205.233.82/30,2405:B800:1:2000::4AB/127,,PLDT NAIC,AN-1,NACS3561CICU001,SL,0/1/2/0,,Bundle-Ether502,10.205.233.81/30,2405:B800:1:2000::4AA/127,1315,YES,,,,,YES,,NO,,PHASE 1,,,,,,,
TMSS3565CICN001,PLDT Trece Martirez,DN-1,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.225/30,2405:B800:1:2000::1F0/127,,PLDT TRECE MARTIREZ,DN-2,TMSS3565CICN002,SL,0/0/0/35,,Bundle-Ether10,10.205.227.226/30,2405:B800:1:2000::1F1/127,1315,YES,YES,,,,YES,,,,PHASE 1,,,,,,,
TMSS3565CICN002,PLDT Trece Martirez,DN-2,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.226/30,2405:B800:1:2000::1F1/127,,PLDT TRECE MARTIREZ,DN-1,TMSS3565CICN001,SL,0/0/0/35,,Bundle-Ether10,10.205.227.225/30,2405:B800:1:2000::1F0/127,1315,YES,YES,,,,YES,,,,PHASE 1,,,,,,,
SPR00683CICN001,Smart 683 San Pedro,DN-1,SL,0/0/0/2,,,Bundle-Ether101,10.205.227.33/30,2405:B800:1:2000::190/127,,SMART 4106 Cabuyao,PE-1,CBY04106CIBE001,SL,0/0/0/3,,Bundle-Ether103,10.205.227.34/30,2405:B800:1:2000::191/127,1705,,,YES,,,YES,,NO,NCS1K but FOR TESTING,PHASE 1,,,,,,,
SPR00683CICN001,Smart 683 San Pedro,DN-1,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.233/30,2405:B800:1:2000::1F4/127,,SMART 683 SAN PEDRO,DN-2,SPR00683CICN002,SL,0/0/0/35,,Bundle-Ether10,10.205.227.234/30,2405:B800:1:2000::1F5/127,1705,,YES,,,,YES,,NO,,PHASE 1,,,,,,,
SPR00683CICN001,Smart 683 San Pedro,DN-1,SL,0/1/0/2,,,Bundle-Ether102,10.205.227.37/30,2405:B800:1:2000::192/127,,SMART 4106 Cabuyao,PE-2,CBY04106CIBE002,SL,0/0/0/3,,Bundle-Ether103,10.205.227.38/30,2405:B800:1:2000::193/127,1705,,,YES,,,YES,,NO,NCS1K but FOR TESTING,PHASE 1,,,,,,,
SPR00683CICN002,Smart 683 San Pedro,DN-2,SL,0/0/0/2,,,Bundle-Ether101,10.205.227.41/30,2405:B800:1:2000::194/127,,SMART 4106 Cabuyao,PE-1,CBY04106CIBE001,SL,0/7/0/2,,Bundle-Ether104,10.205.227.42/30,2405:B800:1:2000::195/127,1705,,,YES,,,YES,,NO,NCS1K but FOR TESTING,PHASE 1,,,,,,,
SPR00683CICN002,Smart 683 San Pedro,DN-2,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.234/30,2405:B800:1:2000::1F5/127,,SMART 683 SAN PEDRO,DN-1,SPR00683CICN001,SL,0/0/0/35,,Bundle-Ether10,10.205.227.233/30,2405:B800:1:2000::1F4/127,1705,,YES,,,,YES,,NO,,PHASE 1,,,,,,,
SPR00683CICN002,Smart 683 San Pedro,DN-2,SL,0/1/0/2,,,Bundle-Ether102,10.205.227.45/30,2405:B800:1:2000::196/127,,SMART 4106 Cabuyao,PE-2,CBY04106CIBE002,SL,0/7/0/2,,Bundle-Ether104,10.205.227.46/30,2405:B800:1:2000::197/127,1705,,,YES,,,YES,,NO,NCS1K but FOR TESTING,PHASE 1,,,,,,,
LEM00Q29CICN001,SMART Q29 Mahayahay,DN-1,SL,0/0/0/2,,,Bundle-Ether101,10.205.227.49/30,2405:B800:1:2000::198/127,,PLDT Nasugbu,PE-1,NSBS0051CIBE001,SL,0/0/0/2,,Bundle-Ether101,10.205.227.50/30,2405:B800:1:2000::199/127,1703,,,YES,,,YES,,NO,NCS1K but FOR TESTING,PHASE 1,,,,,,,
LEM00Q29CICN001,SMART Q29 Mahayahay,DN-1,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.237/30,2405:B800:1:2000::1F6/127,,SMART Q29 MAHAYAHAY,DN-2,LEM00Q29CICN002,SL,0/0/0/35,,Bundle-Ether10,10.205.227.238/30,2405:B800:1:2000::1F7/127,1703,,YES,,,,YES,,NO,,PHASE 1,,,,,,,
LEM00Q29CICN001,SMART Q29 Mahayahay,DN-1,SL,0/1/0/2,,,Bundle-Ether102,10.205.227.53/30,2405:B800:1:2000::19A/127,,PLDT Nasugbu,PE-2,NSBS0051CIBE002,SL,0/0/0/2,,Bundle-Ether101,10.205.227.54/30,2405:B800:1:2000::19B/127,1703,,,YES,,,YES,,NO,NCS1K but FOR TESTING,PHASE 1,,,,,,,
LEM00Q29CICN002,SMART Q29 Mahayahay,DN-2,SL,0/0/0/2,,,Bundle-Ether101,10.205.227.57/30,2405:B800:1:2000::19C/127,,PLDT Nasugbu,PE-1,NSBS0051CIBE001,SL,0/7/0/1,,Bundle-Ether102,10.205.227.58/30,2405:B800:1:2000::19D/127,1703,,,YES,,,YES,,NO,NCS1K but FOR TESTING,PHASE 1,,,,,,,
LEM00Q29CICN002,SMART Q29 Mahayahay,DN-2,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.238/30,2405:B800:1:2000::1F7/127,,SMART Q29 MAHAYAHAY,DN-1,LEM00Q29CICN001,SL,0/0/0/35,,Bundle-Ether10,10.205.227.237/30,2405:B800:1:2000::1F6/127,1703,,YES,,,,YES,,NO,,PHASE 1,,,,,,,
LEM00Q29CICN002,SMART Q29 Mahayahay,DN-2,SL,0/1/0/2,,,Bundle-Ether102,10.205.227.61/30,2405:B800:1:2000::19E/127,,PLDT Nasugbu,PE-2,NSBS0051CIBE002,SL,0/7/0/1,,Bundle-Ether102,10.205.227.62/30,2405:B800:1:2000::19F/127,1703,,,YES,,,YES,,NO,NCS1K but FOR TESTING,PHASE 1,,,,,,,
SRO00Q34CICN001,PLDT LTI,DN-1,SL,0/0/0/2,,,Bundle-Ether101,10.205.227.65/30,2405:B800:1:2000::1A0/127,,PLDT Calamba,PE-1,CLAS3548CIBE001,SL,0/0/0/13,,Bundle-Ether109,10.205.227.66/30,2405:B800:1:2000::1A1/127,1701,,,YES,,,YES,,YES,NCS1K but FOR TESTING,PHASE 1,,,,,,,
SRO00Q34CICN001,PLDT LTI,DN-1,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.241/30,2405:B800:1:2000::1F8/127,,PLDT LTI,DN-2,SRO00Q34CICN002,SL,0/0/0/35,,Bundle-Ether10,10.205.227.242/30,2405:B800:1:2000::1F9/127,1701,,YES,,,,YES,,,,PHASE 1,,,,,,,
SRO00Q34CICN001,PLDT LTI,DN-1,SL,0/1/0/2,,,Bundle-Ether102,10.205.227.69/30,2405:B800:1:2000::1A2/127,,PLDT Calamba,PE-2,CLAS3548CIBE002,SL,0/0/0/14,,Bundle-Ether109,10.205.227.70/30,2405:B800:1:2000::1A3/127,1701,,,,,,YES,,YES,,PHASE 1,,,,,,,
SRO00Q34CICN002,PLDT LTI,DN-2,SL,0/0/0/2,,,Bundle-Ether101,10.205.227.73/30,2405:B800:1:2000::1A4/127,,PLDT Calamba,PE-1,CLAS3548CIBE001,SL,0/7/0/12,,Bundle-Ether110,10.205.227.74/30,2405:B800:1:2000::1A5/127,1701,,,,,,YES,,YES,,PHASE 1,,,,,,,
SRO00Q34CICN002,PLDT LTI,DN-2,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.242/30,2405:B800:1:2000::1F9/127,,PLDT LTI,DN-1,SRO00Q34CICN001,SL,0/0/0/35,,Bundle-Ether10,10.205.227.241/30,2405:B800:1:2000::1F8/127,1701,,YES,,,,YES,,,,PHASE 1,,,,,,,
SRO00Q34CICN002,PLDT LTI,DN-2,SL,0/1/0/2,,,Bundle-Ether102,10.205.227.77/30,2405:B800:1:2000::1A6/127,,PLDT Calamba,PE-2,CLAS3548CIBE002,SL,0/7/0/12,,Bundle-Ether110,10.205.227.78/30,2405:B800:1:2000::1A7/127,1701,,,,,,YES,,YES,,PHASE 1,,,,,,,
LIAS0749CICN001,SMART S0749 LIAN BALIBAGO,DN-1,SL,0/0/0/2,,,Bundle-Ether101,10.205.227.81/30,2405:B800:1:2000::1A8/127,,PLDT Nasugbu,PE-1,NSBS0051CIBE001,SL,0/0/0/3,,Bundle-Ether103,10.205.227.82/30,2405:B800:1:2000::1A9/127,1703,,,YES,,,YES,,NO,NCS1K,PHASE 1,,,,,,,
LIAS0749CICN001,SMART S0749 LIAN BALIBAGO,DN-1,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.245/30,2405:B800:1:2000::1FA/127,,SMART S0749 LIAN BALIBAGO,DN-2,LIAS0749CICN002,SL,0/0/0/35,,Bundle-Ether10,10.205.227.246/30,2405:B800:1:2000::1FB/127,1703,,YES,,,,YES,,NO,,PHASE 1,,,,,,,
LIAS0749CICN001,SMART S0749 LIAN BALIBAGO,DN-1,SL,0/1/0/2,,,Bundle-Ether102,10.205.227.85/30,2405:B800:1:2000::1AA/127,,PLDT Nasugbu,PE-2,NSBS0051CIBE002,SL,0/0/0/3,,Bundle-Ether103,10.205.227.86/30,2405:B800:1:2000::1AB/127,1703,,,YES,,,YES,,NO,NCS1K but FOR TESTING,PHASE 1,,,,,,,
LIAS0749CICN002,SMART S0749 LIAN BALIBAGO,DN-2,SL,0/0/0/2,,,Bundle-Ether101,10.205.227.89/30,2405:B800:1:2000::1AC/127,,PLDT Nasugbu,PE-1,NSBS0051CIBE001,SL,0/7/0/2,,Bundle-Ether104,10.205.227.90/30,2405:B800:1:2000::1AD/127,1703,,,YES,,,YES,,NO,NCS1K,PHASE 1,,,,,,,
LIAS0749CICN002,SMART S0749 LIAN BALIBAGO,DN-2,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.246/30,2405:B800:1:2000::1FB/127,,SMART S0749 LIAN BALIBAGO,DN-1,LIAS0749CICN001,SL,0/0/0/35,,Bundle-Ether10,10.205.227.245/30,2405:B800:1:2000::1FA/127,1703,,YES,,,,YES,,NO,,PHASE 1,,,,,,,
LIAS0749CICN002,SMART S0749 LIAN BALIBAGO,DN-2,SL,0/1/0/2,,,Bundle-Ether102,10.205.227.93/30,2405:B800:1:2000::1AE/127,,PLDT Nasugbu,PE-2,NSBS0051CIBE002,SL,0/7/0/2,,Bundle-Ether104,10.205.227.94/30,2405:B800:1:2000::1AF/127,1703,,,YES,,,YES,,NO,NCS1K but FOR TESTING,PHASE 1,,,,,,,
CMN00614CICN001,Smart 614 Carmona,DN-1,SL,0/0/0/2,,,Bundle-Ether101,10.205.227.97/30,2405:B800:1:2000::1B0/127,,PLDT Calamba,PE-1,CLAS3548CIBE001,SL,0/0/0/14,,Bundle-Ether111,10.205.227.98/30,2405:B800:1:2000::1B1/127,1701,,,,,,YES,,YES,,PHASE 1,,,,,,,
CMN00614CICN001,Smart 614 Carmona,DN-1,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.249/30,2405:B800:1:2000::1FC/127,,SMART 614 CARMONA,DN-2,CMN00614CICN002,SL,0/0/0/35,,Bundle-Ether10,10.205.227.250/30,2405:B800:1:2000::1FD/127,1701,,YES,,,,YES,,,,PHASE 1,,,,,,,
CMN00614CICN001,Smart 614 Carmona,DN-1,SL,0/1/0/2,,,Bundle-Ether102,10.205.227.101/30,2405:B800:1:2000::1B2/127,,PLDT Calamba,PE-2,CLAS3548CIBE002,SL,0/0/0/30,,Bundle-Ether111,10.205.227.102/30,2405:B800:1:2000::1B3/127,1701,,,,,,YES,,YES,,PHASE 1,,,,,,,
CMN00614CICN002,Smart 614 Carmona,DN-2,SL,0/0/0/2,,,Bundle-Ether101,10.205.227.105/30,2405:B800:1:2000::1B4/127,,PLDT Calamba,PE-1,CLAS3548CIBE001,SL,0/7/0/29,,Bundle-Ether112,10.205.227.106/30,2405:B800:1:2000::1B5/127,1701,,,,,,YES,,YES,,PHASE 1,,,,,,,
CMN00614CICN002,Smart 614 Carmona,DN-2,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.250/30,2405:B800:1:2000::1FD/127,,SMART 614 CARMONA,DN-1,CMN00614CICN001,SL,0/0/0/35,,Bundle-Ether10,10.205.227.249/30,2405:B800:1:2000::1FC/127,1701,,YES,,,,YES,,,,PHASE 1,,,,,,,
CMN00614CICN002,Smart 614 Carmona,DN-2,SL,0/1/0/2,,,Bundle-Ether102,10.205.227.109/30,2405:B800:1:2000::1B6/127,,PLDT Calamba,PE-2,CLAS3548CIBE002,SL,0/7/0/13,,Bundle-Ether112,10.205.227.110/30,2405:B800:1:2000::1B7/127,1701,,,,,,YES,,YES,,PHASE 1,,,,,,,
DAS00S39CICN001,PLDT FCIE,DN-1,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.253/30,2405:B800:1:2000::1FE/127,,PLDT FCIE,DN-2,DAS00S39CICN002,SL,0/0/0/35,,Bundle-Ether10,10.205.227.254/30,2405:B800:1:2000::1FF/127,1315,YES,YES,,,,YES,,,,PHASE 1,,,,,,,
DAS00S39CICN001,PLDT FCIE,DN-1,SL,0/0/0/3,,,Bundle-Ether501,10.205.233.62/30,2405:B800:1:2000::4A1/127,,PLDT FCIE,AN-1,DAS00S39CICU001,SL,0/0/2/0,,Bundle-Ether501,10.205.233.61/30,2405:B800:1:2000::4A0/127,1315,YES,,,,,YES,,,,PHASE 1,,,,,,,
DAS00S39CICN002,PLDT FCIE,DN-2,SL,0/0/0/35,,,Bundle-Ether10,10.205.227.254/30,2405:B800:1:2000::1FF/127,,PLDT FCIE,DN-1,DAS00S39CICN001,SL,0/0/0/35,,Bundle-Ether10,10.205.227.253/30,2405:B800:1:2000::1FE/127,1315,YES,YES,,,,YES,,,,PHASE 1,,,,,,,
DAS00S39CICN002,PLDT FCIE,DN-2,SL,0/0/0/3,,,Bundle-Ether501,10.205.233.66/30,2405:B800:1:2000::4A3/127,,PLDT FCIE,AN-1,DAS00S39CICU001,SL,0/1/2/0,,Bundle-Ether502,10.205.233.65/30,2405:B800:1:2000::4A2/127,1315,YES,,,,,YES,,,,PHASE 1,,,,,,,
TNWS0056CICN001,PLDT Tanauan,DN-1,SL,0/0/0/2,,,Bundle-Ether101,10.205.227.129/30,2405:B800:1:2000::1C0/127,,PLDT Batangas,PE-1,BATS0002CIBE001,SL,0/0/0/7,,Bundle-Ether111,10.205.227.130/30,2405:B800:1:2000::1C1/127,1702,,,YES,,,YES,,,NCS1K,PHASE 1,,,,,,,
TNWS0056CICN001,PLDT Tanauan,DN-1,SL,0/0/0/35,,,Bundle-Ether10,10.205.228.1/30,2405:B800:1:2000::200/127,,PLDT TANAUAN,DN-2,TNWS0056CICN002,SL,0/0/0/35,,Bundle-Ether10,10.205.228.2/30,2405:B800:1:2000::201/127,1702,,YES,,,,YES,,,,PHASE 1,,,,,,,
TNWS0056CICN001,PLDT Tanauan,DN-1,SL,0/1/0/2,,,Bundle-Ether102,10.205.227.133/30,2405:B800:1:2000::1C2/127,,PLDT Batangas,PE-2,BATS0002CIBE002,SL,0/0/0/7,,Bundle-Ether111,10.205.227.134/30,2405:B800:1:2000::1C3/127,1702,,,YES,,,YES,,,NCS1K,PHASE 1,,,,,,,
